,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
tensor(2),3.6610307693481445,3.4820709228515625,1.5035136938095093,-2.348862409591675,-2.18135142326355,0.6055899262428284,0.8819699287414551,2.868814468383789,1.9562135934829712,3.476806879043579,1.3805932998657227,-2.5531697273254395,1.039399266242981,-2.841856002807617,0.20998558402061462,1.5693808794021606,0.1306973546743393,3.0032389163970947,2.484532117843628,-3.140786647796631,-2.9089677333831787,-3.4568686485290527,4.112801551818848,2.3451712131500244,0.8859593272209167,2.6394968032836914,1.1292476654052734,2.5267505645751953,1.4301201105117798,-1.8137178421020508,2.7973475456237793,2.9726479053497314,0.4808015823364258,-1.866970419883728,0.6723913550376892,-2.943675994873047,-2.2235124111175537,2.789862871170044,1.740393877029419,1.0779902935028076,2.309400796890259,0.6088448166847229,-1.5932979583740234,-0.34621015191078186,1.6194549798965454,-2.8897030353546143,-1.2789808511734009,2.7004082202911377,2.647165060043335,-0.744519054889679,-2.025667667388916,-0.9581243991851807,1.0992083549499512,1.8818930387496948,0.3375089168548584,-0.9754638075828552,0.8313406109809875,-3.0516209602355957,-1.937186598777771,-0.7253135442733765,-1.7600831985473633,-3.7815372943878174,0.8092902302742004,1.5531964302062988
tensor(3),0.24036794900894165,1.5094162225723267,1.430853247642517,0.2633390724658966,0.8627641797065735,-0.8839955925941467,0.5632346868515015,-1.5876880884170532,1.02456796169281,-1.6180148124694824,1.9174377918243408,-2.0310049057006836,2.7187881469726562,1.5891221761703491,-1.8809071779251099,1.0564583539962769,-2.360734701156616,-0.31727394461631775,0.7067508697509766,-1.9650338888168335,-2.0216524600982666,1.301546573638916,1.4993542432785034,0.9185200929641724,2.0095016956329346,-2.808563709259033,-2.735729455947876,-0.8626511693000793,1.204198956489563,-0.42022913694381714,1.5882704257965088,-0.8014010190963745,1.38283109664917,-1.6240893602371216,-1.5353747606277466,1.7082479000091553,-1.3455793857574463,-0.1401292383670807,-1.6342735290527344,1.990207552909851,-1.2759010791778564,0.7108357548713684,1.4884989261627197,1.8683010339736938,2.379053831100464,0.9458630084991455,-1.5767028331756592,0.0419686995446682,0.15700677037239075,-1.7820433378219604,-0.6979264616966248,-1.3076969385147095,0.7728087902069092,-1.2239563465118408,1.3272862434387207,0.7337467670440674,0.946171224117279,-1.212225317955017,1.301876187324524,-2.1293792724609375,-0.7534109354019165,-0.5373672246932983,0.6429613828659058,-1.372511863708496
tensor(2),-0.23845458030700684,0.3763524889945984,2.6000397205352783,2.296792507171631,-0.4151853322982788,-2.34786057472229,0.9899078011512756,-2.3967151641845703,2.865046501159668,-1.1517685651779175,2.2421348094940186,-1.4472291469573975,0.7904980778694153,1.0227991342544556,-2.894000291824341,2.033093214035034,-2.5366547107696533,-0.07857437431812286,2.1736910343170166,-1.2654329538345337,-1.833885669708252,3.1598196029663086,1.9672504663467407,1.2254250049591064,1.9072149991989136,-2.14909029006958,-2.844011068344116,-0.5616859793663025,3.547659158706665,-1.9338489770889282,1.6809026002883911,0.2027788907289505,2.7807531356811523,-2.4747445583343506,-0.7927982211112976,2.3889522552490234,0.413345605134964,1.0111690759658813,-3.0250964164733887,2.5506253242492676,0.2863864302635193,0.8578182458877563,2.541619300842285,1.7102969884872437,1.5372453927993774,0.3058652877807617,-1.7487748861312866,-0.053050655871629715,0.7582350969314575,-2.180922746658325,-0.5593563914299011,-2.5861668586730957,1.770642876625061,-1.6573588848114014,1.0570112466812134,1.6917734146118164,-0.4628433585166931,-2.362637758255005,2.000420093536377,-1.9790773391723633,-1.9318912029266357,-0.3236229121685028,1.4124318361282349,-1.9704281091690063
tensor(1),0.08369415253400803,0.8640058040618896,1.6439632177352905,0.45417627692222595,0.19101187586784363,-1.1899408102035522,0.9892239570617676,-2.177717924118042,1.8416773080825806,-1.7007545232772827,1.9752241373062134,-1.8180997371673584,2.1630940437316895,1.2184032201766968,-1.8004605770111084,1.6621062755584717,-1.9283086061477661,0.16157041490077972,0.724359929561615,-1.088295340538025,-1.94657564163208,2.1912622451782227,1.3136969804763794,0.9704775214195251,2.073965311050415,-2.298470973968506,-1.9445383548736572,-0.5324040055274963,1.7510333061218262,-0.6835436224937439,1.8645446300506592,0.10311919450759888,1.6603055000305176,-1.808501124382019,-1.919540524482727,2.222703695297241,-0.9097344279289246,0.10562822222709656,-1.79248046875,2.1792805194854736,-0.9578633308410645,0.7629539370536804,1.6808501482009888,2.2040305137634277,1.9947861433029175,0.3849618434906006,-1.2484084367752075,-0.25986355543136597,0.4173833429813385,-1.5668847560882568,-1.3107954263687134,-1.5432730913162231,1.5451773405075073,-0.8256089687347412,0.9277500510215759,0.6354427933692932,0.19230595231056213,-1.2707425355911255,1.3597124814987183,-1.7958723306655884,-1.0379571914672852,-0.4868543744087219,0.9661800265312195,-1.620435118675232
tensor(3),-0.7343766093254089,0.23755516111850739,2.9013960361480713,2.7941315174102783,0.25048965215682983,-3.0932400226593018,1.6918463706970215,-2.6593072414398193,2.300849676132202,-0.9704968333244324,2.669257164001465,-1.5185546875,0.839118242263794,1.0864813327789307,-3.478720188140869,1.772895097732544,-3.346893072128296,0.007536996155977249,2.746507167816162,-0.5611289739608765,-1.7899889945983887,3.966684579849243,1.921883225440979,1.919877052307129,2.2975456714630127,-1.7792242765426636,-3.144087791442871,-1.1135667562484741,4.356172561645508,-2.816505193710327,1.5040227174758911,-0.15545395016670227,3.159318447113037,-3.2306950092315674,0.08567797392606735,2.4823484420776367,0.5324750542640686,1.8298919200897217,-3.505331039428711,4.076988220214844,0.08829750865697861,1.623829960823059,3.4770350456237793,1.4599223136901855,1.5708160400390625,0.010486140847206116,-2.161475896835327,-0.24029533565044403,0.7680628299713135,-2.287522077560425,0.4867651164531708,-4.027186870574951,2.0114336013793945,-2.895829916000366,1.5648815631866455,1.8435211181640625,0.14664426445960999,-3.0293025970458984,1.8937848806381226,-1.6840146780014038,-2.306772470474243,0.660723865032196,1.5028070211410522,-2.5739645957946777
tensor(0),0.37745317816734314,1.1345974206924438,1.5980467796325684,0.30545228719711304,0.44301170110702515,-1.0932620763778687,1.3858733177185059,-2.077104091644287,1.7330437898635864,-1.9885172843933105,2.013883590698242,-2.2090258598327637,2.4203622341156006,1.8964225053787231,-1.6799529790878296,1.7844913005828857,-2.2820780277252197,0.17555148899555206,0.5416809320449829,-1.8424652814865112,-2.4144585132598877,1.6540265083312988,0.902909517288208,0.8708571791648865,2.1444296836853027,-2.7365033626556396,-2.1138880252838135,-0.5376972556114197,1.5328459739685059,-0.7705839276313782,1.632441759109497,-0.2010389268398285,1.6386911869049072,-1.3208191394805908,-2.180155038833618,1.543270468711853,-1.5569775104522705,0.011384936049580574,-1.4162886142730713,1.827581524848938,-1.2736867666244507,0.8523338437080383,1.612979769706726,2.21063494682312,1.958829641342163,0.595449686050415,-1.4584048986434937,0.24995633959770203,0.20239824056625366,-1.5419367551803589,-1.6200488805770874,-0.9873548746109009,0.8835840225219727,-0.80921471118927,1.012878179550171,0.5229976773262024,0.6603732705116272,-1.3477766513824463,1.1673320531845093,-1.7370129823684692,-0.9156520366668701,-1.3633674383163452,1.0433274507522583,-1.4036728143692017
tensor(1),3.4904675483703613,3.6864678859710693,1.7518324851989746,-2.911562442779541,-2.5676400661468506,0.31876933574676514,1.02034592628479,3.661656618118286,2.139209270477295,3.595609188079834,2.0526607036590576,-2.4336776733398438,0.9902157783508301,-2.9331488609313965,0.3698349595069885,1.4586808681488037,0.004219960421323776,2.962926149368286,2.6483657360076904,-3.3675146102905273,-2.9511349201202393,-4.2588582038879395,4.294880390167236,2.405444622039795,0.8862529993057251,2.9371559619903564,1.0837607383728027,2.5480074882507324,1.8283098936080933,-2.1710715293884277,2.61672306060791,2.7108891010284424,0.7247560024261475,-1.8053487539291382,0.6327011585235596,-3.24849796295166,-2.2313897609710693,2.7670979499816895,2.044832944869995,0.738211452960968,2.1989102363586426,0.7442800998687744,-2.299163341522217,0.060444995760917664,1.7568109035491943,-3.059086561203003,-1.1088889837265015,2.976984977722168,2.72253680229187,-0.23267611861228943,-2.3687305450439453,-1.0006158351898193,1.4014078378677368,1.9334774017333984,0.3184284567832947,-0.7564711570739746,1.1751909255981445,-3.2234129905700684,-2.0094659328460693,-0.7620956301689148,-1.8663902282714844,-3.876640796661377,0.4555869996547699,1.5614984035491943
tensor(1),-0.8549403548240662,-1.1025056838989258,0.7016055583953857,-0.7282772064208984,4.320313453674316,2.7462196350097656,4.779123783111572,-1.1491960287094116,-3.308641195297241,-1.6076983213424683,-3.3954010009765625,2.946794271469116,1.7037992477416992,3.4591574668884277,-0.7472189664840698,-0.5892665982246399,-2.0413289070129395,5.382110118865967,2.032656192779541,0.7011146545410156,1.5534729957580566,-3.392836093902588,-1.118796706199646,2.378227472305298,-0.6479882597923279,3.441534996032715,2.312814474105835,1.246418833732605,0.386849045753479,0.12136729061603546,2.8822526931762695,1.2505784034729004,4.037367343902588,-2.66406512260437,6.116748332977295,2.493034601211548,0.3069462180137634,2.3322105407714844,3.252622127532959,4.4020676612854,0.647384762763977,6.137457370758057,2.3867712020874023,-2.8634464740753174,-4.26188850402832,0.7144480347633362,-2.9164535999298096,4.044885635375977,3.420496940612793,1.100609540939331,1.1428217887878418,-4.525158882141113,-1.9046109914779663,-2.4384140968322754,1.8576703071594238,-2.967653512954712,0.17762228846549988,-2.0328657627105713,-2.6912944316864014,2.24963641166687,-1.2174224853515625,0.03135184198617935,5.337091445922852,0.2055395543575287
tensor(3),0.8804923295974731,1.1960992813110352,2.3942267894744873,0.30334821343421936,0.21510213613510132,-1.4461491107940674,0.13916756212711334,-1.719760537147522,1.3288758993148804,-1.7045291662216187,1.6933460235595703,-2.075366735458374,2.416173219680786,1.4714758396148682,-2.1278390884399414,1.2274121046066284,-2.457151174545288,-0.57196044921875,0.6287717819213867,-2.1238467693328857,-1.7233260869979858,1.3350905179977417,1.8533058166503906,1.0900685787200928,2.3490726947784424,-3.047776699066162,-2.8952064514160156,-0.7394757866859436,0.5275395512580872,-0.36184895038604736,1.5332026481628418,-0.7148674726486206,1.2986862659454346,-1.1328046321868896,-2.0162880420684814,1.676055908203125,-1.422864556312561,-0.09076470136642456,-2.2091901302337646,2.188544511795044,-1.1363321542739868,0.6641836762428284,1.6659092903137207,1.398735523223877,2.509061813354492,1.061423420906067,-1.8258246183395386,-0.20681224763393402,0.21210415661334991,-1.598618745803833,-0.5873154997825623,-0.7698289752006531,1.0614283084869385,-1.561345100402832,0.9342381358146667,1.1724934577941895,0.4729696810245514,-1.436596155166626,1.650328278541565,-1.9960519075393677,-1.1286487579345703,-1.0239853858947754,0.7332617044448853,-1.7438048124313354
tensor(2),3.197216272354126,3.0973570346832275,1.38139009475708,-2.3861796855926514,-1.6477936506271362,0.7837348580360413,1.1055800914764404,2.6903204917907715,1.5630348920822144,3.3190760612487793,1.2586413621902466,-2.053079128265381,1.1081680059432983,-2.4166150093078613,0.09767933934926987,1.3177131414413452,0.09700000286102295,3.09808611869812,2.45867919921875,-2.9637327194213867,-2.6014161109924316,-3.217197895050049,3.6507813930511475,2.4366323947906494,0.8122146129608154,3.177746295928955,1.1520969867706299,2.660153865814209,1.3386144638061523,-1.792013168334961,2.7168564796447754,2.8033676147460938,0.7561532855033875,-1.7106337547302246,0.7152001857757568,-2.7602975368499756,-1.7631748914718628,2.4807894229888916,1.953540563583374,0.7567251324653625,2.1091408729553223,0.800720751285553,-1.475414514541626,-0.16150695085525513,0.9986213445663452,-2.793440818786621,-1.4209157228469849,2.412602424621582,2.4722461700439453,-0.557361900806427,-1.7253838777542114,-1.2301812171936035,1.167617917060852,1.8665282726287842,0.5081928372383118,-1.126701831817627,0.6528236269950867,-3.0043904781341553,-2.175140619277954,-0.4810275435447693,-1.7247697114944458,-3.474287271499634,0.9991199374198914,1.5100678205490112
